DRUG_GROUP,Trade_Name,Active_Ingredient,MARKETING_DATE,BBW_DATE,POPULAR_YEAR,SUMMARY,SOURCE,BBW_TEXT
BBW,revlimid,,20051227,20060601,"[2008, 2009]",,http://www.defectivedrug.com/blackbox/revlimid/,"Do not use during pregnancy; may cause birth defects or embryo-fetal death. Females of reproductive potential should have 2 negative pregnancy tests prior to treatment and must use 2 forms of contraception or continuously abstain from heterosexual sex during and for 4 weeks after treatment. Available only through a restricted distribution program, the Revlimid REMS program. May cause significant neutropenia and thrombocytopenia. Patients on therapy for del 5q myelodysplastic syndromes (MDS) should have their CBC monitored weekly for the first 8 weeks of therapy and at least monthly thereafter; may require dose interruption and/or reduction and use of blood product support and/or growth factors. Increased risk of deep vein thrombosis (DVT) and pulmonary embolism (PE) reported in patients with multiple myeloma treated with lenalidomide and dexamethasone; observe for signs/symptoms of thromboembolism. Instruct patients to seek medical care if symptoms such as SOB, chest pain, or arm or leg swelling develop. Consider taking prophylactic measures for venous thromboembolism based on assessment of individual's underlying risk factors."
BBW,risperdal,risperidone,19931229,20080616,"[2003, 2004, 2005, 2006, 2007, 2008]", increased risk of mortality in elderly patients treated for dementia-related psychosis. ,http://www.fda.gov/Drugs/DrugSafety/PostmarketDrugSafetyInformationforPatientsandProviders/ucm124830.htm,Elderly patients with dementia-related psychosis treated with antipsychotic drugs are at an increased risk of death. Not approved for the treatment of patients with dementia-related psychosis.
BBW,risperdal consta,,20031029,,"[2006, 2007, 2008, 2009, 2010]",,,"Elderly patients with dementia-related psychosis treated with antipsychotic drugs are at an increased risk of death; most deaths appeared to be cardiovascular (CV) (eg, heart failure, sudden death) or infectious (eg, pneumonia) in nature. Not approved for the treatment of patients with dementia-related psychosis."
BBW,rituxan,,19971126,20130925,"[2011, 2012, 2013]",FDA Drug Safety Communication: Boxed Warning and new recommendations to decrease risk of hepatitis B reactivation with the immune-suppressing and anti-cancer drugs Arzerra (ofatumumab) and Rituxan (rituximab),http://www.fda.gov/drugs/drugsafety/ucm366406.htm,"Serious, including fatal infusion reactions reported; deaths within 24 hrs of infusion have occurred. Monitor patients closely. D/C for severe reaction and treat for Grade 3/4 reactions. Severe, including fatal, mucocutaneous reactions may occur. Hepatitis B virus (HBV) reactivation can occur, in some cases resulting in fulminant hepatitis, hepatic failure, and death. Screen all patients for HBV infection before treatment initiation; monitor patients during and after treatment. D/C therapy and concomitant medications in the event of HBV reactivation. Fatal progressive multifocal leukoencephalopathy (PML) may occur."
BBW,serevent diskus,,NA,20051001,"[2003, 2004, 2005]",,http://www.michiganallergy.com/bronchodilators.shtml,"long-acting beta-2 adrenergic agonists (LABA) incr. risk of asthma-related death; data from large placebo-controlled US study showed incr. in asthma-related deaths in pts receiving salmeterol plus usual asthma tx, results considered LABA class effect; inadequate data to determine if concurrent inhaled corticosteroids or other long-term asthma control tx mitigates incr. risk of asthma-related death from LABA; LABA use may incr. risk of asthma-related hospitalization in pediatric and adolescent pts; use only for asthma pts not controlled on long-term asthma control tx, such as inhaled corticosteroid, or whose dz severity requires tx w/ both corticosteroid and LABA; once asthma control is achieved and maintained, assess pt at regular intervals and step down tx, such as D/C corticosteroid/LABA combo, if possible w/o loss of asthma control; maintain pt on long-term asthma control tx such as inhaled corticosteroid; do not use corticosteroid/LABA combo if asthma adequately controlled on low-or medium-dose inhaled corticosteroids"
BBW,seroquel,quetiapine,19971001,20080616,"[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012]", increased risk of mortality in elderly patients treated for dementia-related psychosis. ,http://www.fda.gov/Drugs/DrugSafety/PostmarketDrugSafetyInformationforPatientsandProviders/ucm124830.htm,"Elderly patients with dementia-related psychosis treated with antipsychotic drugs are at an increased risk of death. Not approved for the treatment of patients with dementia-related psychosis. Antidepressants increased the risk of suicidal thoughts and behavior in children, adolescents, and young adults in short-term studies. Monitor closely for worsening, and for emergence of suicidal thoughts and behaviors in patients who are started on antidepressant therapy. Not approved for use in pediatric patients <10 yrs of age."
BBW,seroquel xr,,NA,20080616,"[2009, 2010, 2011, 2012, 2013]",,http://www.fda.gov/Drugs/DrugSafety/PostmarketDrugSafetyInformationforPatientsandProviders/ucm124830.htm,"Elderly patients with dementia-related psychosis treated with antipsychotic drugs are at an increased risk of death. Not approved for the treatment of patients with dementia-related psychosis. Antidepressants increased the risk of suicidal thoughts and behavior in children, adolescents, and young adults in short-term studies. Monitor closely for worsening, and for emergence of suicidal thoughts and behaviors in patients who are started on antidepressant therapy. Not approved for use in pediatric patients <10 yrs of age."
BBW,sotret,isotretinoin,NA,20070301,[2008],must not be used by female patients who are or may become pregnant.,"http://isotretinoinsideeffects.com, http://www.fda.gov/downloads/iceci/enforcementactions/enforcementstory/enforcementstoryarchive/ucm090289.pdf","Not for use by females who are or may become pregnant. Severe birth defects, including death, have been documented. Increased risk of spontaneous abortion and premature births reported. D/C immediately if pregnancy occurs during treatment and refer to an obstetrician-gynecologist experienced in reproductive toxicity for evaluation and counseling. Approved only under special restricted distribution program called iPLEDGEŠÜ¢. Prescribers, patients, pharmacies, and distributors must be registered and activated with the program."
BBW,sporanox,Itraconazole,19920911,20120401,[2003],Cardiac Effects and Drug Interactions:Ä,http://www.fda.gov/Safety/MedWatch/SafetyInformation/ucm303524.htm,"Contraindicated with cisapride, oral midazolam, nisoldipine, felodipine, pimozide, quinidine, dofetilide, triazolam, levacetylmethadol (levomethadyl), lovastatin, simvastatin, ergot alkaloids (eg, dihydroergotamine, ergometrine [ergonovine], ergotamine, methylergometrine [methylergonovine]), or methadone. May increase plasma concentrations of drugs metabolized by potent CYP3A4 inhibitor pathway. Serious cardiovascular events (eg, QT prolongation, torsades de pointes, ventricular tachycardia, cardiac arrest, and/or sudden death) reported with cisapride, pimozide, methadone, levacetylmethadol, or quinidine. Reassess or d/c use if signs/symptoms of congestive heart failure (CHF) occur. (Cap) Do not use cap for onychomycosis with ventricular dysfunction (eg, CHF or history of CHF)."
BBW,strattera,,20030110,20080501,"[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010]",,http://www.fda.gov/safety/medwatch/safetyinformation/safety-relateddruglabelingchanges/ucm119297.htm,"Increased risk of suicidal ideation in short-term studies in children or adolescents with attention-deficit hyperactivity disorder (ADHD); balance this risk with the clinical need. Closely monitor for suicidality (suicidal thinking and behavior), clinical worsening, or unusual changes in behavior. Not approved for major depressive disorder."
BBW,symbicort,,20070529,,"[2008, 2009, 2010, 2011, 2012, 2013]",,,"Long-acting beta2-adrenergic agonists (LABA), such as formoterol one of the active ingredients in SYMBICORT, increase the risk of asthma-related death. Data from a large placebo-controlled U.S. study that compared the safety of another long-acting beta2-adrenergic agonist (salmeterol) or placebo added to usual asthma therapy showed an increase in asthma-related deaths in patients receiving salmeterol. This finding with salmeterol is considered a class effect of the LABA, including formoterol. Currently available data are inadequate to determine whether concurrent use of inhaled corticosteroids or other long-term asthma control drugs mitigates the increased risk of asthma-related death from LABA. Available data from controlled clinical trials suggest that LABA increase the risk of asthma-related hospitalization in pediatric and adolescent patients. Therefore, when treating patients with asthma, SYMBICORT should only be used for patients not adequately controlled on a long-term asthma control medication, such as an inhaled corticosteroid or whose disease severity clearly warrants initiation of treatment with both an inhaled corticosteroid and LABA. Once asthma control is achieved and maintained, assess the patient at regular intervals and step down therapy (e.g., discontinue SYMBICORT) if possible without loss of asthma control and maintain the patient on a long-term asthma control medication, such as an inhaled corticosteroid. Do not use SYMBICORT for patients whose asthma is adequately controlled on low or medium dose inhaled corticosteroids "
BBW,synthroid,,20020224,20080701,"[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2012, 2013]",,,"Do not use for the treatment of obesity or weight loss; doses within range of daily hormonal requirements are ineffective for weight reduction in euthyroid patients. Serious or life-threatening manifestations of toxicity may occur when given in larger doses, particularly when given in association with sympathomimetic amines."
BBW,testim,,20021031,20090901,[2010],,,Virilization reported in children secondarily exposed to testosterone gel. Children should avoid contact with unwashed or unclothed application sites in men using testosterone gel. Advise patients to strictly adhere to recommended instructions for use.
BBW,thalomid,,20030620,20060501,"[2003, 2004, 2005, 2006, 2007, 2008]",,http://www.defectivedrug.com/blackbox/thalomid/,"Severe birth defects or embryo-fetal death may occur if taken during pregnancy. Should never be used by pregnant women or females who could become pregnant. Approved for marketing only under a special restricted distribution program called the ""THALOMID REMS program."" May increase risk of venous thromboembolism in patients with multiple myeloma, especially with standard chemotherapeutic agents including dexamethasone; observe for signs/symptoms of thromboembolism. Instruct patients to seek medical care if symptoms such as SOB, chest pain, or arm or leg swelling develop. Consider thromboprophylaxis based on assessment of individual's underlying risk factors."
BBW,toprol xl,,NA,,"[2003, 2004, 2005, 2006, 2007, 2009]",,,"Exacerbation of angina and myocardial infarction (MI) reported following abrupt discontinuation. When discontinuing chronic therapy, particularly with ischemic heart disease, taper over 1-2 weeks with careful monitoring. If worsening of angina or acute coronary insufficiency develops, reinstate therapy promptly, at least temporarily, and take other appropriate measures. Caution patients against interruption or discontinuation of therapy without physician's advice."
BBW,tri-sprintec,,20031229,,[2006],,,Cigarette smoking increases risk of serious cardiovascular (CV) events. Risk increases with age (>35 yrs of age) and with the number of cigarettes smoked. Should not be used by women who are >35 yrs of age and smoke.
BBW,trinessa,,20030211,,"[2004, 2005, 2006, 2007]",,,Cigarette smoking increases risk of serious cardiovascular (CV) events. Risk increases with age (>35 yrs of age) and with the number of cigarettes smoked. Should not be used by women who are >35 yrs of age and smoke.
BBW,trizivir,,20101102,20070307,"[2003, 2004, 2005, 2006, 2007, 2008]",,https://www.bcbst.com/mpmanual/Erythropoiesis-Stimulating_Agents_ESAs.htm,"Lactic acidosis and severe hepatomegaly with steatosis, including fatal cases, reported with nucleoside analogues. Abacavir: Serious and sometimes fatal hypersensitivity reactions (multiorgan clinical syndrome) reported; d/c as soon as suspected and never restart therapy or any other abacavir-containing product. Patients with HLA-B*5701 allele are at high risk for hypersensitivity; screen for HLA-B*5701 allele prior to therapy. Zidovudine: Associated with hematologic toxicity (eg, neutropenia, severe anemia), particularly with advanced HIV-1 disease. Symptomatic myopathy associated with prolonged use. Lamivudine: Severe acute exacerbations of hepatitis B reported in patients coinfected with hepatitis B virus (HBV) and HIV-1 and have discontinued therapy; closely monitor hepatic function for at least several months. If appropriate, initiation of antihepatitis B therapy may be warranted."
BBW,truvada,,20040802,,"[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013]",,,"Lactic acidosis and severe hepatomegaly with steatosis, including fatal cases, reported with the use of nucleoside analogues in combination with other antiretrovirals. Not approved for treatment of chronic hepatitis B virus (HBV) infection. Severe acute exacerbations of hepatitis B reported in patients coinfected with HBV and HIV-1 and have discontinued therapy; closely monitor hepatic function with both clinical and laboratory follow-up for at least several months. If appropriate, initiation of anti-hepatitis B therapy may be warranted. Drug resistant HIV-1 variants have been identified with use for preexposure prophylaxis (PrEP) indication following undetected acute HIV-1 infection. PrEP use must only be prescribed to individuals confirmed to be HIV-negative immediately prior to initiating and periodically (at least every 3 months) during use; do not initiate if signs or symptoms of acute HIV-1 infection are present unless negative infection status is confirmed."
BBW,ultracet,,20010815,,"[2003, 2004, 2005]",,,"Associated with cases of acute liver failure, at times resulting in liver transplant and death. Most cases of liver injury are associated with acetaminophen (APAP) use at doses >4000mg/day and often involve >1 APAP-containing product."
BBW,valcyte,,20010329,,"[2008, 2009, 2010]",,,"Clinical toxicity includes granulocytopenia, anemia, and thrombocytopenia. Carcinogenic, teratogenic, and caused aspermatogenesis in animal studies."
BBW,victoza,,20100125,,"[2010, 2012, 2013]",,,"Causes dose dependent and treatment duration dependent thyroid C-cell tumors at clinically relevant exposures in animal studies. It is unknown whether drug causes thyroid C-cell tumors (eg, medullary thyroid carcinoma [MTC]) in humans. Contraindicated in patients with a personal or family history of MTC and in patients with multiple endocrine neoplasia syndrome type 2 (MEN 2). It is unknown whether monitoring with serum calcitonin or thyroid ultrasound will mitigate human risk of thyroid C-cell tumors. Counsel patients on the risk and symptoms of thyroid tumors."
BBW,viramune,,20010801,20050201,"[2003, 2004]",,http://www.defectivedrug.com/blackbox/viramune/,"Severe, life-threatening, and in some cases fatal, hepatotoxicity (particularly in the first 18 weeks) and skin reactions (eg, Stevens-Johnson syndrome [SJS], toxic epidermal necrolysis [TEN], hypersensitivity reactions) reported. Increased risk of hepatotoxicity reported in women and patients with higher CD4"
BBW,viread,,20011026,20080516,"[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010]",,http://google2.fda.gov/search?q=viread&client=FDAgov&proxystylesheet=FDAgov&output=xml_no_dtd&site=FDAgov-MedWatch-Safety&requiredfields=-archive:Yes&sort=date:D:L:d1&filter=0&ie=UTF-8&ulang=en&access=p&entqr=3&entqrm=0&wc=200&wc_mc=1&oe=UTF-8&ud=1&&start=0,"Lactic acidosis and severe hepatomegaly with steatosis, including fatal cases, reported with the use of nucleoside analogues in combination with other antiretrovirals. Severe acute exacerbations of hepatitis reported in hepatitis B virus (HBV)-infected patients who have discontinued therapy; closely monitor hepatic function with both clinical and lab follow-up for at least several months. If appropriate, resumption of anti-hepatitis B therapy may be warranted."
BBW,vivelle-dot,,NA,,"[2009, 2010]",,,"Estrogens increase the risk of endometrial cancer. Perform adequate diagnostic measures, including endometrial sampling, to rule out malignancy in postmenopausal women with undiagnosed persistent or recurrent abnormal genital bleeding. Should not be used for the prevention of cardiovascular (CV) disease or dementia. Increased risk of myocardial infarction (MI), pulmonary embolism (PE), stroke, invasive breast cancer, and deep vein thrombosis (DVT) in postmenopausal women (50-79 yrs of age) reported. Increased risk of developing probable dementia in postmenopausal women Š_Ç65 yrs of age reported. Should be prescribed at the lowest effective dose and for the shortest duration consistent with treatment goals and risks."
BBW,vyvanse,,20070223,20081101,"[2008, 2009, 2010, 2011, 2012, 2013]",,http://www.fda.gov/safety/medwatch/safetyinformation/safety-relateddruglabelingchanges/ucm121381.htm,CNS stimulants (amphetamines and methylphenidate-containing products) have a high potential for abuse and dependence. Assess the risk of abuse prior to prescribing and monitor for signs of abuse and dependence while on therapy.
BBW,wellbutrin sr,,NA,20060201,"[2003, 2004]",,http://www.defectivedrug.com/blackbox/wellbutrin/,"Antidepressants increased the risk of suicidal thoughts and behavior in children, adolescents, and young adults in short-term trials. Monitor closely for worsening, and for emergence of suicidal thoughts and behavior. Advise families and caregivers of the need for close observation and communication with the prescriber. Serious neuropsychiatric reactions reported in patients taking bupropion for smoking cessation; not approved for smoking cessation. (Budeprion SR) Not approved for use in pediatric patients."
BBW,wellbutrin xl,,20031008,20060201,"[2004, 2005, 2006, 2007, 2008, 2009, 2010]",,http://www.defectivedrug.com/blackbox/wellbutrin/,"Antidepressants increased the risk of suicidal thinking and behavior (suicidality) in short-term studies in children, adolescents, and young adults with major depressive disorder (MDD) and other psychiatric disorders. Monitor and observe closely for clinical worsening, suicidality, or unusual changes in behavior. Advise families and caregivers of the need for close observation and communication with the prescriber. Not approved for use in pediatric patients. Not approved for smoking cessation; neuropsychiatric reactions reported in patients taking bupropion for smoking cessation."
BBW,xarelto,,20110701,20140301,[2013],To reduce the potential risk of bleeding,http://www.fda.gov/Safety/MedWatch/SafetyInformation/ucm367392.htm,"Premature discontinuation increases the risk of thrombotic events. If therapy is discontinued for a reason other than pathological bleeding or completion of a course of therapy, consider coverage with another anticoagulant. Epidural or spinal hematomas have occurred in patients treated with rivaroxaban who are receiving neuraxial anesthesia or undergoing spinal puncture; long-term or permanent paralysis may result. Increased risk of developing epidural or spinal hematomas in patients using indwelling epidural catheters, concomitant use of other drugs that affect hemostasis (eg, NSAIDs, platelet inhibitors, other anticoagulants), history of traumatic or repeated epidural or spinal puncture, history of spinal deformity or spinal surgery, and when optimal timing between the administration of therapy and neuraxial procedure is not known. Monitor frequently for signs/symptoms of neurological impairment; urgent treatment is necessary if neurological compromise occurs. Consider benefits and risks before neuraxial intervention in patients anticoagulated or to be anticoagulated for thromboprophylaxis."
BBW,xeloda,,19980430,,"[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2012, 2013]",,,"Altered coagulation parameters and/or bleeding, including death, reported with concomitant coumarin-derivative anticoagulants (eg, warfarin, phenprocoumon). Monitor PT and INR frequently in order to adjust anticoagulant dose accordingly. Postmarketing reports showed clinically significant increases in PT and INR in patients who were stabilized on anticoagulants at start of therapy. Age >60 yrs and a diagnosis of cancer independently predispose to an increased risk of coagulopathy."
BBW,xolair,,20030620,20070703,[2013],,http://www.webmd.com/asthma/news/20070703/xolair-gets-black-box-warning,"Anaphylaxis, presenting as bronchospasm, hypotension, syncope, urticaria, and/or angioedema of throat or tongue reported as early as after the 1st dose and beyond 1 yr of therapy; closely observe patients. Inform of the signs/symptoms of anaphylaxis and instruct to seek immediate medical care should symptoms occur."
BBW,yasmin 28,,20010511,20081201,"[2003, 2004, 2005, 2006, 2007, 2008]","In December 2008, an FDA panel voted in favor of strengthening warnings on YAZ birth control pill labels. The FDAês most serious label, the black-box warning, appears on all Yaz and Yasmin packaging. It cautions women who smoke about an increased risk of serious cardiovascular side effects that may occur if they use either drug.",http://www.drugwatch.com/yaz/lawsuit.php; http://www.lawyersandsettlements.com/lawsuit/yasmin-side-effects-yaz-blood.html#.VOZBL0vWqL4,Cigarette smoking increases the risk of serious cardiovascular (CV) side effects from combination oral contraceptive (COC) use. Risk increases with age (>35 yrs of age) and with the number of cigarettes smoked. Should not be used by women who are >35 yrs of age and smoke.
BBW,yaz,,20060316,20081201,"[2007, 2008, 2009, 2010]","In December 2008, an FDA panel voted in favor of strengthening warnings on YAZ birth control pill labels. The FDAês most serious label, the black-box warning, appears on all Yaz and Yasmin packaging. It cautions women who smoke about an increased risk of serious cardiovascular side effects that may occur if they use either drug.",http://www.drugwatch.com/yaz/lawsuit.php; http://www.lawyersandsettlements.com/lawsuit/yasmin-side-effects-yaz-blood.html#.VOZBL0vWqL4,Cigarette smoking increases the risk of serious cardiovascular events from combination oral contraceptive (COC) use. Risk increases with age (>35 yrs of age) and with the number of cigarettes smoked. Should not be used by women who are >35 yrs of age and smoke.
BBW,zerit,,19940624,20090201,"[2003, 2004]",,http://google2.fda.gov/search?q=zerit&client=FDAgov&proxystylesheet=FDAgov&output=xml_no_dtd&site=FDAgov-MedWatch-Safety&requiredfields=-archive:Yes&sort=date:D:L:d1&filter=0&ie=UTF-8&ulang=en&&access=p&entqr=3&entqrm=0&wc=200&wc_mc=1&oe=UTF-8&ud=1&start=10,"Lactic acidosis and severe hepatomegaly with steatosis, including fatal cases, reported with nucleoside analogues. Fatal lactic acidosis reported in pregnant women who received the combination of stavudine and didanosine with other antiretroviral agents; use with caution. Fatal and nonfatal pancreatitis reported when used as part of a combination regimen that included didanosine."
BBW,zoloft,,19920211,20050201,"[2003, 2004, 2005, 2006, 2007]",,http://www.defectivedrug.com/blackbox/zoloft/,"Antidepressants increased the risk of suicidal thinking and behavior (suicidality) in children, adolescents, and young adults in short-term studies of major depressive disorder (MDD) and other psychiatric disorders. Monitor and observe closely for clinical worsening, suicidality, or unusual changes in behavior in patients who are started on antidepressant therapy. Not approved for use in pediatric patients except for patients with obsessive compulsive disorder (OCD)."
BBW,zyprexa,,19961001,20080616,"[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011]", increased risk of mortality in elderly patients treated for dementia-related psychosis. ,http://www.fda.gov/Drugs/DrugSafety/PostmarketDrugSafetyInformationforPatientsandProviders/ucm124830.htm,"Elderly patients with dementia-related psychosis treated with antipsychotic drugs are at an increased risk of death; most deaths appeared to be cardiovascular (eg, heart failure, sudden death) or infectious (eg, pneumonia) in nature. Not approved for the treatment of patients with dementia-related psychosis. When used with fluoxetine, refer to the Boxed Warning section of the PI for Symbyax."
NA,accutane,isotretinoin,NA,20070301,"[2003, 2004]",,"http://isotretinoinsideeffects.com, http://google2.fda.gov/search?q=box%20warning%20sotret&client=FDAgov&proxystylesheet=FDAgov&output=xml_no_dtd&site=FDAgov&requiredfields=-archive:Yes&sort=date:D:L:d1&filter=1",NA
NA,acetaminophen/hydrocodone,,NA,,"[2011, 2012, 2013]",,,NA
NA,actonel 150,,NA,,"[2009, 2010]",,,NA
NA,allegra,,20061016,,"[2003, 2004, 2005]",,,NA
NA,allegra-d,,20090304,,"[2003, 2004]",,,NA
NA,amphetamine/dextroamphetamine,,NA,,"[2011, 2012, 2013]",,,NA
NA,atorvastatin,,NA,,"[2011, 2012]",,,NA
NA,augmentin es-600,,20121031,,"[2003, 2004]",,,NA
NA,avonex pen,,NA,,[2013],,,NA
NA,bextra,,NA,,"[2003, 2004, 2005]",,,NA
NA,biaxin xl,,NA,,"[2003, 2004, 2005, 2006]",,,NA
NA,budeprion xl,,20061214,,"[2007, 2008]",,,NA
NA,budesonide,,20081119,,"[2011, 2012, 2013]",,,NA
NA,cefzil,,NA,,"[2003, 2004, 2005]",,,NA
NA,cipro,,19871022,20080708,"[2003, 2004]",,,NA
NA,combivent,,19970601,,"[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012]",,,NA
NA,donepezil,,NA,,[2011],,,NA
NA,doxycycline,,20001201,,[2013],,,NA
NA,enbrel sureclick,,NA,,"[2007, 2008, 2009, 2010]",,,NA
NA,enoxaparin,,NA,,"[2011, 2012, 2013]",,,NA
NA,escitalopram,,20120314,,[2012],,,NA
NA,exelon,,20000430,,"[2003, 2004]",,,NA
NA,exelon patch,,NA,,"[2009, 2010]",,,NA
NA,fenofibrate,,20041105,,[2013],,,NA
NA,fentanyl,,20041001,,"[2011, 2012, 2013]",,,NA
NA,glucophage,,20090601,,[2003],,,NA
NA,humalog mix 75/25 pn,,NA,,"[2003, 2004, 2005, 2006, 2007, 2008]",,,NA
NA,humira pen,,NA,,"[2007, 2008, 2009, 2010]",,,NA
NA,iressa,,20030513,,[2004],,,NA
NA,lescol xl,,20020312,,"[2003, 2004, 2005, 2006]",,,NA
NA,loestrin 24 fe,,20060301,,"[2008, 2009, 2010]",,,NA
NA,metformin hcl er,,NA,,[2004],,,NA
NA,methylphenidate,,19970829,,"[2011, 2012, 2013]",,,NA
NA,metoprolol,,20100510,,"[2011, 2012, 2013]",,,NA
NA,modafinil,,20080404,,"[2012, 2013]",,,NA
NA,monopril,,NA,,[2003],,,NA
NA,novolog flexpen,,NA,,"[2011, 2012, 2013]",,,NA
NA,olanzapine,,20111023,,[2011],,,NA
NA,omnicef,,NA,,"[2003, 2004, 2005, 2006, 2007]",,,NA
NA,onetouch,,NA,,"[2011, 2012, 2013]",,,NA
NA,ortho tri-cyclen,,NA,,"[2003, 2004, 2005]",,,NA
NA,peg-intron,,NA,,[2003],,,NA
NA,plendil,,19910916,,"[2003, 2004]",,,NA
NA,polymagma plain,,NA,,[2008],,,NA
NA,prevacid solutab,,20020830,,"[2009, 2010]",,,NA
NA,pulmicort turbuhaler,,NA,,[2003],,,NA
NA,reminyl,,NA,,[2004],,,NA
NA,serevent,,19971125,,[2003],,,NA
NA,serzone,,NA,,[2003],,,NA
NA,tequin,,NA,,"[2003, 2004]",,,NA
NA,travatan,,NA,,[2006],,,NA
NA,venlafaxine,,20080613,,[2011],,,NA
NA,vioxx,,NA,,"[2003, 2004]",,,NA
NA,zelnorm,,NA,,"[2003, 2004, 2005, 2006]",,,NA
NA,zithromax susp,,NA,,"[2003, 2004, 2005, 2006]",,,NA
NA,zithromax z-pak,,NA,,"[2003, 2004, 2005]",,,NA
NA,zofran odt,,NA,,"[2004, 2005, 2006]",,,NA
NA,zovirax topical,,NA,,"[2007, 2008, 2009, 2010]",,,NA
NA,zyprexa zydis,,NA,,[2010],,,NA
NA,zyrtec,,NA,,"[2003, 2004, 2005, 2006, 2007]",,,NA
ROBUST,aciphex,,19990819,,"[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013]",,,NA
ROBUST,actonel,,19980327,,"[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010]",,,NA
ROBUST,afinitor,,20090331,,[2013],,,NA
ROBUST,aggrenox,,19991219,,"[2006, 2007, 2009, 2010]",,,NA
ROBUST,aldara,,20110624,,"[2003, 2004, 2005, 2006, 2007, 2008, 2009]",,,NA
ROBUST,alimta,,20040213,,"[2011, 2012, 2013]",,,NA
ROBUST,allegra-d 12 hour,,NA,,"[2005, 2006, 2007, 2008, 2009]",,,NA
ROBUST,allegra-d 24 hour,,20041019,,"[2007, 2008, 2009]",,,NA
ROBUST,alphagan p,,20010710,,"[2003, 2004, 2005, 2006, 2007, 2008, 2009]",,,NA
ROBUST,amaryl,,20090618,,"[2003, 2004, 2005]",,,NA
ROBUST,ambien,,19930401,,"[2003, 2004, 2005, 2006, 2007]",,,NA
ROBUST,ambien cr,,20051007,,"[2006, 2007, 2008, 2009, 2010]",,,NA
ROBUST,amitiza,,20060131,,"[2008, 2009, 2010]",,,NA
ROBUST,aricept,,19961125,,"[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010]",,,NA
ROBUST,arimidex,,19960116,,"[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010]",,,NA
ROBUST,asacol,,19920401,,"[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010]",,,NA
ROBUST,asmanex,,20050330,,"[2007, 2008, 2009, 2010]",,,NA
ROBUST,astelin,,19961115,,"[2005, 2006, 2007, 2008, 2009]",,,NA
ROBUST,augmentin xr,,NA,,"[2003, 2004, 2005, 2006]",,,NA
ROBUST,avodart,,20021210,,"[2006, 2007, 2008, 2009, 2010]",,,NA
ROBUST,avonex,,19960517,,"[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013]",,,NA
ROBUST,bactroban,,19960410,,[2003],,,NA
ROBUST,benzaclin,,20090827,,"[2003, 2004, 2005, 2006, 2007, 2008, 2009]",,,NA
ROBUST,betaseron,,20090709,,"[2003, 2004, 2005, 2006, 2007, 2010, 2011, 2012, 2013]",,,NA
ROBUST,biaxin,,19911031,,"[2003, 2004]",,,NA
ROBUST,boniva,,20020715,,"[2006, 2007, 2008, 2009, 2010]",,,NA
ROBUST,byetta,,20050428,,"[2006, 2007, 2008, 2009, 2010]",,,NA
ROBUST,bystolic,,20080122,,[2010],,,NA
ROBUST,caduet,,20040130,,"[2005, 2006, 2007, 2009, 2010]",,,NA
ROBUST,casodex,,19951016,,"[2003, 2004, 2005, 2006, 2007, 2008]",,,NA
ROBUST,catapres-tts,,NA,,"[2003, 2004, 2005, 2006, 2007, 2008, 2009]",,,NA
ROBUST,cialis,,20031126,,"[2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013]",,,NA
ROBUST,ciprodex otic,,NA,,"[2006, 2007, 2008, 2009, 2010]",,,NA
ROBUST,clarinex,,20011221,,"[2003, 2004, 2005, 2006, 2007, 2008, 2009]",,,NA
ROBUST,clobex,,20030801,,[2010],,,NA
ROBUST,combivent respimat,,20120824,,[2013],,,NA
ROBUST,copaxone,,20080428,,"[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013]",,,NA
ROBUST,coreg,,19970603,,"[2003, 2004, 2005, 2006, 2007]",,,NA
ROBUST,coreg cr,,NA,,"[2007, 2008, 2009, 2010]",,,NA
ROBUST,cosopt,,19980407,,"[2003, 2004, 2005, 2006, 2007, 2008]",,,NA
ROBUST,creon,,20090929,,[2010],,,NA
ROBUST,crestor,,20030818,,"[2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013]",,,NA
ROBUST,ddavp,,19780221,,"[2003, 2004, 2005]",,,NA
ROBUST,detrol la,,20000222,,"[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010]",,,NA
ROBUST,dexilant,,20100412,,"[2012, 2013]",,,NA
ROBUST,dexilant/kapidex,,NA,,[2010],,,NA
