DRUG_GROUP	Trade_Name	Active_Ingredient	MARKETING_DATE	BBW_DATE	POPULAR_YEAR	SUMMARY	SOURCE	BBW_TEXT	label
BBW	plavix	NA	1999-02-26	2010-03-01	[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012]	NA	http://en.wikipedia.org/wiki/Clopidogrel	Effectiveness is dependent on activation to an active metabolite via CYP2C19. Poor metabolizers of CYP2C19 with acute coronary syndrome (ACS) or undergoing percutaneous coronary intervention treated with clopidogrel at recommended doses exhibit higher cardiovascular (CV) event rates than patients with normal CYP2C19 function. Tests are available to identify a patient's CYP2C19 genotype; these tests can be used as an aid in determining therapeutic strategy. Consider alternative treatment or treatment strategies in patients identified as CYP2C19 poor metabolizers.	1
BBW	procrit	NA	1989-06-01	2007-03-09	[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013]	NA	http://www.medpagetoday.com/ProductAlert/Prescriptions/5231	Increased risk of death, myocardial infarction, stroke, venous thromboembolism, thrombosis of vascular access, and tumor progression or recurrence. Use the lowest dose sufficient to reduce/avoid the need for RBC transfusions. Chronic kidney disease (CKD): Greater risks for death, serious adverse cardiovascular (CV) reactions, and stroke when administered to target Hgb level >11g/dL. Cancer: Shortened overall survival and/or increased risk of tumor progression or recurrence in patients with breast, non-small-cell lung, head and neck, lymphoid, and cervical cancers. Must enroll in and comply with the ESA APPRISE Oncology Program to prescribe and/or dispense drug to patients. Use only for anemia from myelosuppressive chemotherapy. Not indicated for patients receiving myelosuppressive chemotherapy when anticipated outcome is cure. D/C following completion of chemotherapy course. Perisurgery: Due to increased risk of deep venous thrombosis (DVT), DVT prophylaxis is recommended.	1
BBW	prograf	NA	1994-04-08	2005-05-10	[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010]	a possible cancer risk	http://www.webmd.com/skin-problems-and-treatments/eczema/news/20060119/two-eczema-drugs-get-black-box-warning	Immunosuppression may lead to increased risk of lymphoma and other malignancies, particularly of the skin. Increased susceptibility to infections (bacterial, viral, fungal, protozoal, opportunistic). Should only be prescribed by physicians experienced in immunosuppressive therapy and management of organ transplant patients.	1
BBW	prozac	NA	1987-12-29	2005-02-01	[2003, 2004, 2005]	NA	http://www.defectivedrug.com/blackbox/prozac/	Antidepressants increased the risk of suicidal thoughts and behavior in children, adolescents, and young adults in short-term studies. Monitor closely for worsening and for emergence of suicidal thoughts and behaviors in patients who are started on antidepressant therapy. Not approved for use in children <7 yrs of age.	1
BBW	remicade	NA	1998-08-24	2001-10-23	[2011, 2012, 2013]	NA	http://www.fda.gov/Safety/MedWatch/SafetyInformation/SafetyAlertsforHumanMedicalProducts/ucm172751.htm	Increased risk for developing serious infections (eg, active tuberculosis [TB], latent TB reactivation, invasive fungal infections, bacterial/viral infections, opportunistic infections) leading to hospitalization or death, mostly with concomitant use with immunosuppressants (eg, methotrexate [MTX], corticosteroids). D/C if serious infection or sepsis develops. Active/latent reactivation TB may present with disseminated or extrapulmonary disease; test for latent TB before and during therapy and initiate treatment for latent TB prior to infliximab use. Invasive fungal infections reported; consider empiric antifungal therapy in patients at risk who develop severe systemic illness. Consider risks and benefits prior to therapy in patients with chronic or recurrent infection. Monitor patients for development of infection during and after treatment, including development of TB in patients who tested negative for latent TB infection prior to therapy. Lymphoma and other malignancies, some fatal, reported in children and adolescents. Postmarketing cases of aggressive and fatal hepatosplenic T-cell lymphoma (HSTCL) reported in patients with Crohn's disease (CD) or ulcerative colitis (UC) and the majority were in adolescent and young adult males; all of these patients were treated concomitantly with azathioprine or 6-mercaptopurine.	1
BBW	revlimid	NA	2005-12-27	2006-06-01	[2008, 2009]	NA	http://www.defectivedrug.com/blackbox/revlimid/	Do not use during pregnancy; may cause birth defects or embryo-fetal death. Females of reproductive potential should have 2 negative pregnancy tests prior to treatment and must use 2 forms of contraception or continuously abstain from heterosexual sex during and for 4 weeks after treatment. Available only through a restricted distribution program, the Revlimid REMS program. May cause significant neutropenia and thrombocytopenia. Patients on therapy for del 5q myelodysplastic syndromes (MDS) should have their CBC monitored weekly for the first 8 weeks of therapy and at least monthly thereafter; may require dose interruption and/or reduction and use of blood product support and/or growth factors. Increased risk of deep vein thrombosis (DVT) and pulmonary embolism (PE) reported in patients with multiple myeloma treated with lenalidomide and dexamethasone; observe for signs/symptoms of thromboembolism. Instruct patients to seek medical care if symptoms such as SOB, chest pain, or arm or leg swelling develop. Consider taking prophylactic measures for venous thromboembolism based on assessment of individual's underlying risk factors.	1
BBW	risperdal	risperidone	1993-12-29	2008-06-16	[2003, 2004, 2005, 2006, 2007, 2008]	 increased risk of mortality in elderly patients treated for dementia-related psychosis. 	http://www.fda.gov/Drugs/DrugSafety/PostmarketDrugSafetyInformationforPatientsandProviders/ucm124830.htm	Elderly patients with dementia-related psychosis treated with antipsychotic drugs are at an increased risk of death. Not approved for the treatment of patients with dementia-related psychosis.	1
BBW	rituxan	NA	1997-11-26	2013-09-25	[2011, 2012, 2013]	FDA Drug Safety Communication: Boxed Warning and new recommendations to decrease risk of hepatitis B reactivation with the immune-suppressing and anti-cancer drugs Arzerra (ofatumumab) and Rituxan (rituximab)	http://www.fda.gov/drugs/drugsafety/ucm366406.htm	Serious, including fatal infusion reactions reported; deaths within 24 hrs of infusion have occurred. Monitor patients closely. D/C for severe reaction and treat for Grade 3/4 reactions. Severe, including fatal, mucocutaneous reactions may occur. Hepatitis B virus (HBV) reactivation can occur, in some cases resulting in fulminant hepatitis, hepatic failure, and death. Screen all patients for HBV infection before treatment initiation; monitor patients during and after treatment. D/C therapy and concomitant medications in the event of HBV reactivation. Fatal progressive multifocal leukoencephalopathy (PML) may occur.	1
BBW	seroquel	quetiapine	1997-10-01	2008-06-16	[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012]	 increased risk of mortality in elderly patients treated for dementia-related psychosis. 	http://www.fda.gov/Drugs/DrugSafety/PostmarketDrugSafetyInformationforPatientsandProviders/ucm124830.htm	Elderly patients with dementia-related psychosis treated with antipsychotic drugs are at an increased risk of death. Not approved for the treatment of patients with dementia-related psychosis. Antidepressants increased the risk of suicidal thoughts and behavior in children, adolescents, and young adults in short-term studies. Monitor closely for worsening, and for emergence of suicidal thoughts and behaviors in patients who are started on antidepressant therapy. Not approved for use in pediatric patients <10 yrs of age.	1
BBW	sporanox	Itraconazole	1992-09-11	2012-04-01	[2003]	Cardiac Effects and Drug Interactions:Ä	http://www.fda.gov/Safety/MedWatch/SafetyInformation/ucm303524.htm	Contraindicated with cisapride, oral midazolam, nisoldipine, felodipine, pimozide, quinidine, dofetilide, triazolam, levacetylmethadol (levomethadyl), lovastatin, simvastatin, ergot alkaloids (eg, dihydroergotamine, ergometrine [ergonovine], ergotamine, methylergometrine [methylergonovine]), or methadone. May increase plasma concentrations of drugs metabolized by potent CYP3A4 inhibitor pathway. Serious cardiovascular events (eg, QT prolongation, torsades de pointes, ventricular tachycardia, cardiac arrest, and/or sudden death) reported with cisapride, pimozide, methadone, levacetylmethadol, or quinidine. Reassess or d/c use if signs/symptoms of congestive heart failure (CHF) occur. (Cap) Do not use cap for onychomycosis with ventricular dysfunction (eg, CHF or history of CHF).	1
BBW	strattera	NA	2003-01-10	2008-05-01	[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010]	NA	http://www.fda.gov/safety/medwatch/safetyinformation/safety-relateddruglabelingchanges/ucm119297.htm	Increased risk of suicidal ideation in short-term studies in children or adolescents with attention-deficit hyperactivity disorder (ADHD); balance this risk with the clinical need. Closely monitor for suicidality (suicidal thinking and behavior), clinical worsening, or unusual changes in behavior. Not approved for major depressive disorder.	1
BBW	synthroid	NA	2002-02-24	2008-07-01	[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2012, 2013]	NA	NA	Do not use for the treatment of obesity or weight loss; doses within range of daily hormonal requirements are ineffective for weight reduction in euthyroid patients. Serious or life-threatening manifestations of toxicity may occur when given in larger doses, particularly when given in association with sympathomimetic amines.	1
BBW	testim	NA	2002-10-31	2009-09-01	[2010]	NA	NA	Virilization reported in children secondarily exposed to testosterone gel. Children should avoid contact with unwashed or unclothed application sites in men using testosterone gel. Advise patients to strictly adhere to recommended instructions for use.	1
BBW	thalomid	NA	2003-06-20	2006-05-01	[2003, 2004, 2005, 2006, 2007, 2008]	NA	http://www.defectivedrug.com/blackbox/thalomid/	Severe birth defects or embryo-fetal death may occur if taken during pregnancy. Should never be used by pregnant women or females who could become pregnant. Approved for marketing only under a special restricted distribution program called the "THALOMID REMS program." May increase risk of venous thromboembolism in patients with multiple myeloma, especially with standard chemotherapeutic agents including dexamethasone; observe for signs/symptoms of thromboembolism. Instruct patients to seek medical care if symptoms such as SOB, chest pain, or arm or leg swelling develop. Consider thromboprophylaxis based on assessment of individual's underlying risk factors.	1
BBW	viramune	NA	2001-08-01	2005-02-01	[2003, 2004]	NA	http://www.defectivedrug.com/blackbox/viramune/	Severe, life-threatening, and in some cases fatal, hepatotoxicity (particularly in the first 18 weeks) and skin reactions (eg, Stevens-Johnson syndrome [SJS], toxic epidermal necrolysis [TEN], hypersensitivity reactions) reported. Increased risk of hepatotoxicity reported in women and patients with higher CD4	1
BBW	viread	NA	2001-10-26	2008-05-16	[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010]	NA	http://google2.fda.gov/search?q=viread&client=FDAgov&proxystylesheet=FDAgov&output=xml_no_dtd&site=FDAgov-MedWatch-Safety&requiredfields=-archive:Yes&sort=date:D:L:d1&filter=0&ie=UTF-8&ulang=en&access=p&entqr=3&entqrm=0&wc=200&wc_mc=1&oe=UTF-8&ud=1&&start=0	Lactic acidosis and severe hepatomegaly with steatosis, including fatal cases, reported with the use of nucleoside analogues in combination with other antiretrovirals. Severe acute exacerbations of hepatitis reported in hepatitis B virus (HBV)-infected patients who have discontinued therapy; closely monitor hepatic function with both clinical and lab follow-up for at least several months. If appropriate, resumption of anti-hepatitis B therapy may be warranted.	1
BBW	vyvanse	NA	2007-02-23	2008-11-01	[2008, 2009, 2010, 2011, 2012, 2013]	NA	http://www.fda.gov/safety/medwatch/safetyinformation/safety-relateddruglabelingchanges/ucm121381.htm	CNS stimulants (amphetamines and methylphenidate-containing products) have a high potential for abuse and dependence. Assess the risk of abuse prior to prescribing and monitor for signs of abuse and dependence while on therapy.	1
BBW	wellbutrin xl	NA	2003-10-08	2006-02-01	[2004, 2005, 2006, 2007, 2008, 2009, 2010]	NA	http://www.defectivedrug.com/blackbox/wellbutrin/	Antidepressants increased the risk of suicidal thinking and behavior (suicidality) in short-term studies in children, adolescents, and young adults with major depressive disorder (MDD) and other psychiatric disorders. Monitor and observe closely for clinical worsening, suicidality, or unusual changes in behavior. Advise families and caregivers of the need for close observation and communication with the prescriber. Not approved for use in pediatric patients. Not approved for smoking cessation; neuropsychiatric reactions reported in patients taking bupropion for smoking cessation.	1
BBW	xarelto	NA	2011-07-01	2014-03-01	[2013]	To reduce the potential risk of bleeding	http://www.fda.gov/Safety/MedWatch/SafetyInformation/ucm367392.htm	Premature discontinuation increases the risk of thrombotic events. If therapy is discontinued for a reason other than pathological bleeding or completion of a course of therapy, consider coverage with another anticoagulant. Epidural or spinal hematomas have occurred in patients treated with rivaroxaban who are receiving neuraxial anesthesia or undergoing spinal puncture; long-term or permanent paralysis may result. Increased risk of developing epidural or spinal hematomas in patients using indwelling epidural catheters, concomitant use of other drugs that affect hemostasis (eg, NSAIDs, platelet inhibitors, other anticoagulants), history of traumatic or repeated epidural or spinal puncture, history of spinal deformity or spinal surgery, and when optimal timing between the administration of therapy and neuraxial procedure is not known. Monitor frequently for signs/symptoms of neurological impairment; urgent treatment is necessary if neurological compromise occurs. Consider benefits and risks before neuraxial intervention in patients anticoagulated or to be anticoagulated for thromboprophylaxis.	1
BBW	xolair	NA	2003-06-20	2007-07-03	[2013]	NA	http://www.webmd.com/asthma/news/20070703/xolair-gets-black-box-warning	Anaphylaxis, presenting as bronchospasm, hypotension, syncope, urticaria, and/or angioedema of throat or tongue reported as early as after the 1st dose and beyond 1 yr of therapy; closely observe patients. Inform of the signs/symptoms of anaphylaxis and instruct to seek immediate medical care should symptoms occur.	1
BBW	yasmin 28	NA	2001-05-11	2008-12-01	[2003, 2004, 2005, 2006, 2007, 2008]	In December 2008, an FDA panel voted in favor of strengthening warnings on YAZ birth control pill labels. The FDAês most serious label, the black-box warning, appears on all Yaz and Yasmin packaging. It cautions women who smoke about an increased risk of serious cardiovascular side effects that may occur if they use either drug.	http://www.drugwatch.com/yaz/lawsuit.php; http://www.lawyersandsettlements.com/lawsuit/yasmin-side-effects-yaz-blood.html#.VOZBL0vWqL4	Cigarette smoking increases the risk of serious cardiovascular (CV) side effects from combination oral contraceptive (COC) use. Risk increases with age (>35 yrs of age) and with the number of cigarettes smoked. Should not be used by women who are >35 yrs of age and smoke.	1
BBW	yaz	NA	2006-03-16	2008-12-01	[2007, 2008, 2009, 2010]	In December 2008, an FDA panel voted in favor of strengthening warnings on YAZ birth control pill labels. The FDAês most serious label, the black-box warning, appears on all Yaz and Yasmin packaging. It cautions women who smoke about an increased risk of serious cardiovascular side effects that may occur if they use either drug.	http://www.drugwatch.com/yaz/lawsuit.php; http://www.lawyersandsettlements.com/lawsuit/yasmin-side-effects-yaz-blood.html#.VOZBL0vWqL4	Cigarette smoking increases the risk of serious cardiovascular events from combination oral contraceptive (COC) use. Risk increases with age (>35 yrs of age) and with the number of cigarettes smoked. Should not be used by women who are >35 yrs of age and smoke.	1
BBW	zerit	NA	1994-06-24	2009-02-01	[2003, 2004]	NA	http://google2.fda.gov/search?q=zerit&client=FDAgov&proxystylesheet=FDAgov&output=xml_no_dtd&site=FDAgov-MedWatch-Safety&requiredfields=-archive:Yes&sort=date:D:L:d1&filter=0&ie=UTF-8&ulang=en&&access=p&entqr=3&entqrm=0&wc=200&wc_mc=1&oe=UTF-8&ud=1&start=10	Lactic acidosis and severe hepatomegaly with steatosis, including fatal cases, reported with nucleoside analogues. Fatal lactic acidosis reported in pregnant women who received the combination of stavudine and didanosine with other antiretroviral agents; use with caution. Fatal and nonfatal pancreatitis reported when used as part of a combination regimen that included didanosine.	1
BBW	zoloft	NA	1992-02-11	2005-02-01	[2003, 2004, 2005, 2006, 2007]	NA	http://www.defectivedrug.com/blackbox/zoloft/	Antidepressants increased the risk of suicidal thinking and behavior (suicidality) in children, adolescents, and young adults in short-term studies of major depressive disorder (MDD) and other psychiatric disorders. Monitor and observe closely for clinical worsening, suicidality, or unusual changes in behavior in patients who are started on antidepressant therapy. Not approved for use in pediatric patients except for patients with obsessive compulsive disorder (OCD).	1
BBW	zyprexa	NA	1996-10-01	2008-06-16	[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011]	 increased risk of mortality in elderly patients treated for dementia-related psychosis. 	http://www.fda.gov/Drugs/DrugSafety/PostmarketDrugSafetyInformationforPatientsandProviders/ucm124830.htm	Elderly patients with dementia-related psychosis treated with antipsychotic drugs are at an increased risk of death; most deaths appeared to be cardiovascular (eg, heart failure, sudden death) or infectious (eg, pneumonia) in nature. Not approved for the treatment of patients with dementia-related psychosis. When used with fluoxetine, refer to the Boxed Warning section of the PI for Symbyax.	1
